CISP;mes;vano;mes_ano;AISP;RISP;munic;mcirc;Regiao;armas_apreendidas
23;4;2006;2006m4;3;1;Rio de Janeiro;3304557;Capital;43
24;4;2006;2006m4;3;1;Rio de Janeiro;3304557;Capital;14
25;4;2006;2006m4;3;1;Rio de Janeiro;3304557;Capital;14
26;4;2006;2006m4;3;1;Rio de Janeiro;3304557;Capital;10
27;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;6
28;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;8
29;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;13
30;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;10
31;4;2006;2006m4;14;2;Rio de Janeiro;3304557;Capital;7
32;4;2006;2006m4;18;2;Rio de Janeiro;3304557;Capital;12
33;4;2006;2006m4;14;2;Rio de Janeiro;3304557;Capital;22
34;4;2006;2006m4;14;2;Rio de Janeiro;3304557;Capital;39
35;4;2006;2006m4;39;2;Rio de Janeiro;3304557;Capital;24
36;4;2006;2006m4;27;2;Rio de Janeiro;3304557;Capital;16
37;4;2006;2006m4;17;1;Rio de Janeiro;3304557;Capital;11
38;4;2006;2006m4;16;1;Rio de Janeiro;3304557;Capital;24
39;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;69
40;4;2006;2006m4;9;2;Rio de Janeiro;3304557;Capital;8
41;4;2006;2006m4;18;2;Rio de Janeiro;3304557;Capital;1
43;4;2006;2006m4;39;2;Rio de Janeiro;3304557;Capital;2
44;4;2006;2006m4;3;1;Rio de Janeiro;3304557;Capital;8
48;4;2006;2006m4;24;3;Seropédica;3305554;Baixada Fluminense;2
50;4;2006;2006m4;24;3;Itaguaí;3302007;Baixada Fluminense;5
51;4;2006;2006m4;24;3;Paracambi;3303609;Baixada Fluminense;0
52;4;2006;2006m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5
53;4;2006;2006m4;20;3;Mesquita;3302858;Baixada Fluminense;6
54;4;2006;2006m4;40;3;Belford Roxo;3300456;Baixada Fluminense;14
55;4;2006;2006m4;24;3;Queimados;3304144;Baixada Fluminense;6
56;4;2006;2006m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5
57;4;2006;2006m4;20;3;Nilópolis;3303203;Baixada Fluminense;11
58;4;2006;2006m4;20;3;Nova Iguaçu;3303500;Baixada Fluminense;21
59;4;2006;2006m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;23
60;4;2006;2006m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;13
61;4;2006;2006m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;2
62;4;2006;2006m4;15;3;Duque de Caxias;3301702;Baixada Fluminense;22
63;4;2006;2006m4;24;3;Japeri;3302270;Baixada Fluminense;1
64;4;2006;2006m4;21;3;São João de Meriti;3305109;Baixada Fluminense;24
65;4;2006;2006m4;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;12
66;4;2006;2006m4;34;3;Magé;3302502;Baixada Fluminense;1
71;4;2006;2006m4;35;4;"Itaboraí;Tanguá";9999983;Interior;11
72;4;2006;2006m4;7;4;São Gonçalo;3304904;Grande Niterói;15
73;4;2006;2006m4;7;4;São Gonçalo;3304904;Grande Niterói;10
74;4;2006;2006m4;7;4;São Gonçalo;3304904;Grande Niterói;13
75;4;2006;2006m4;7;4;São Gonçalo;3304904;Grande Niterói;4
76;4;2006;2006m4;12;4;Niterói;3303302;Grande Niterói;5
77;4;2006;2006m4;12;4;Niterói;3303302;Grande Niterói;12
78;4;2006;2006m4;12;4;Niterói;3303302;Grande Niterói;25
79;4;2006;2006m4;12;4;Niterói;3303302;Grande Niterói;1
81;4;2006;2006m4;12;4;Niterói;3303302;Grande Niterói;6
82;4;2006;2006m4;12;4;Maricá;3302700;Grande Niterói;8
88;4;2006;2006m4;10;5;Barra do Pirai;3300308;Interior;1
89;4;2006;2006m4;37;5;Resende;3304201;Interior;5
90;4;2006;2006m4;28;5;Barra Mansa;3300407;Interior;13
91;4;2006;2006m4;10;5;Valença;3306107;Interior;2
92;4;2006;2006m4;10;5;Rio das Flores;3304508;Interior;0
93;4;2006;2006m4;28;5;Volta Redonda;3306305;Interior;23
94;4;2006;2006m4;10;5;Piraí;3304003;Interior;1
95;4;2006;2006m4;10;5;Vassouras;3306206;Interior;2
96;4;2006;2006m4;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;8
97;4;2006;2006m4;10;5;Mendes;3302809;Interior;0
98;4;2006;2006m4;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;4;2006;2006m4;37;5;Itatiaia;3302254;Interior;4
100;4;2006;2006m4;28;5;"Porto Real;Quatis";9999992;Interior;5
101;4;2006;2006m4;10;5;Pinheiral;3303955;Interior;1
104;4;2006;2006m4;30;7;São José do Vale do Rio Preto;3305158;Interior;1
105;4;2006;2006m4;26;7;Petrópolis;3303906;Interior;7
106;4;2006;2006m4;26;7;Petrópolis;3303906;Interior;8
107;4;2006;2006m4;38;7;Paraíba do Sul;3303708;Interior;1
108;4;2006;2006m4;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;2
109;4;2006;2006m4;38;7;Sapucaia;3305406;Interior;0
110;4;2006;2006m4;30;7;Teresópolis;3305802;Interior;17
111;4;2006;2006m4;11;7;Sumidouro;3305703;Interior;1
112;4;2006;2006m4;11;7;Carmo;3301207;Interior;4
118;4;2006;2006m4;25;4;Araruama;3300209;Interior;10
119;4;2006;2006m4;35;4;Rio Bonito;3304300;Interior;2
120;4;2006;2006m4;35;4;Silva Jardim;3305604;Interior;4
121;4;2006;2006m4;32;6;Casimiro de Abreu;3301306;Interior;1
122;4;2006;2006m4;32;6;Conceição de Macabú;3301405;Interior;1
123;4;2006;2006m4;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;15
124;4;2006;2006m4;25;4;Saquarema;3305505;Interior;4
125;4;2006;2006m4;25;4;São Pedro da Aldeia;3305208;Interior;3
126;4;2006;2006m4;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;11
127;4;2006;2006m4;25;4;Armação dos Búzios;3300233;Interior;3
128;4;2006;2006m4;32;6;Rio das Ostras;3304524;Interior;12
129;4;2006;2006m4;25;4;Iguaba Grande;3301876;Interior;0
134;4;2006;2006m4;8;6;Campos dos Goytacazes;3301009;Interior;7
135;4;2006;2006m4;36;6;Itaocara;3302106;Interior;3
136;4;2006;2006m4;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;2
137;4;2006;2006m4;36;6;Miracema;3303005;Interior;3
138;4;2006;2006m4;29;6;Laje do Muriaé;3302304;Interior;1
139;4;2006;2006m4;29;6;Porciúncula;3304102;Interior;4
140;4;2006;2006m4;29;6;"Natividade;Varre-Sai";9999997;Interior;3
141;4;2006;2006m4;8;6;São Fidélis;3304805;Interior;11
142;4;2006;2006m4;36;6;Cambuci;3300902;Interior;1
143;4;2006;2006m4;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;14
144;4;2006;2006m4;29;6;Bom Jesus de Itabapoana;3300605;Interior;1
145;4;2006;2006m4;8;6;São João da Barra;3305000;Interior;2
146;4;2006;2006m4;8;6;Campos dos Goytacazes;3301009;Interior;17
147;4;2006;2006m4;8;6;São Francisco de Itabapoana;3304755;Interior;4
151;4;2006;2006m4;11;7;Nova Friburgo;3303401;Interior;11
152;4;2006;2006m4;11;7;Duas Barras;3301603;Interior;0
153;4;2006;2006m4;11;7;Cantagalo;3301108;Interior;0
154;4;2006;2006m4;11;7;"Cordeiro;Macuco";9999998;Interior;0
155;4;2006;2006m4;36;6;São Sebastião do Alto;3305307;Interior;0
156;4;2006;2006m4;11;7;Santa Maria Madalena;3304607;Interior;1
157;4;2006;2006m4;11;7;Trajano de Morais;3305901;Interior;4
158;4;2006;2006m4;11;7;Bom Jardim;3300506;Interior;6
159;4;2006;2006m4;35;4;Cachoeiras de Macacu;3300803;Interior;12
165;4;2006;2006m4;33;5;Mangaratiba;3302601;Interior;12
166;4;2006;2006m4;33;5;Angra dos Reis;3300100;Interior;19
167;4;2006;2006m4;33;5;Paraty;3303807;Interior;2
168;4;2006;2006m4;10;5;Rio Claro;3304409;Interior;2
1;5;2006;2006m5;5;1;Rio de Janeiro;3304557;Capital;1
4;5;2006;2006m5;5;1;Rio de Janeiro;3304557;Capital;9
5;5;2006;2006m5;13;1;Rio de Janeiro;3304557;Capital;3
6;5;2006;2006m5;1;1;Rio de Janeiro;3304557;Capital;18
7;5;2006;2006m5;1;1;Rio de Janeiro;3304557;Capital;1
9;5;2006;2006m5;2;1;Rio de Janeiro;3304557;Capital;11
10;5;2006;2006m5;2;1;Rio de Janeiro;3304557;Capital;3
12;5;2006;2006m5;19;1;Rio de Janeiro;3304557;Capital;4
13;5;2006;2006m5;19;1;Rio de Janeiro;3304557;Capital;4
14;5;2006;2006m5;23;1;Rio de Janeiro;3304557;Capital;6
15;5;2006;2006m5;23;1;Rio de Janeiro;3304557;Capital;13
16;5;2006;2006m5;31;2;Rio de Janeiro;3304557;Capital;9
17;5;2006;2006m5;4;1;Rio de Janeiro;3304557;Capital;13
18;5;2006;2006m5;6;1;Rio de Janeiro;3304557;Capital;7
19;5;2006;2006m5;6;1;Rio de Janeiro;3304557;Capital;18
20;5;2006;2006m5;6;1;Rio de Janeiro;3304557;Capital;9
21;5;2006;2006m5;22;1;Rio de Janeiro;3304557;Capital;13
22;5;2006;2006m5;16;1;Rio de Janeiro;3304557;Capital;19
23;5;2006;2006m5;3;1;Rio de Janeiro;3304557;Capital;35
24;5;2006;2006m5;3;1;Rio de Janeiro;3304557;Capital;12
25;5;2006;2006m5;3;1;Rio de Janeiro;3304557;Capital;20
26;5;2006;2006m5;3;1;Rio de Janeiro;3304557;Capital;2
27;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;13
28;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;10
29;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;7
30;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;4
31;5;2006;2006m5;14;2;Rio de Janeiro;3304557;Capital;6
32;5;2006;2006m5;18;2;Rio de Janeiro;3304557;Capital;12
33;5;2006;2006m5;14;2;Rio de Janeiro;3304557;Capital;15
34;5;2006;2006m5;14;2;Rio de Janeiro;3304557;Capital;27
35;5;2006;2006m5;39;2;Rio de Janeiro;3304557;Capital;11
36;5;2006;2006m5;27;2;Rio de Janeiro;3304557;Capital;18
37;5;2006;2006m5;17;1;Rio de Janeiro;3304557;Capital;13
38;5;2006;2006m5;16;1;Rio de Janeiro;3304557;Capital;25
39;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;78
40;5;2006;2006m5;9;2;Rio de Janeiro;3304557;Capital;3
41;5;2006;2006m5;18;2;Rio de Janeiro;3304557;Capital;3
43;5;2006;2006m5;39;2;Rio de Janeiro;3304557;Capital;6
44;5;2006;2006m5;3;1;Rio de Janeiro;3304557;Capital;20
48;5;2006;2006m5;24;3;Seropédica;3305554;Baixada Fluminense;5
50;5;2006;2006m5;24;3;Itaguaí;3302007;Baixada Fluminense;7
51;5;2006;2006m5;24;3;Paracambi;3303609;Baixada Fluminense;1
52;5;2006;2006m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10
53;5;2006;2006m5;20;3;Mesquita;3302858;Baixada Fluminense;9
54;5;2006;2006m5;40;3;Belford Roxo;3300456;Baixada Fluminense;18
55;5;2006;2006m5;24;3;Queimados;3304144;Baixada Fluminense;9
56;5;2006;2006m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;8
57;5;2006;2006m5;20;3;Nilópolis;3303203;Baixada Fluminense;7
58;5;2006;2006m5;20;3;Nova Iguaçu;3303500;Baixada Fluminense;12
59;5;2006;2006m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;45
60;5;2006;2006m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;19
61;5;2006;2006m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;0
62;5;2006;2006m5;15;3;Duque de Caxias;3301702;Baixada Fluminense;19
63;5;2006;2006m5;24;3;Japeri;3302270;Baixada Fluminense;2
64;5;2006;2006m5;21;3;São João de Meriti;3305109;Baixada Fluminense;10
65;5;2006;2006m5;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;8
66;5;2006;2006m5;34;3;Magé;3302502;Baixada Fluminense;4
71;5;2006;2006m5;35;4;"Itaboraí;Tanguá";9999983;Interior;13
72;5;2006;2006m5;7;4;São Gonçalo;3304904;Grande Niterói;19
73;5;2006;2006m5;7;4;São Gonçalo;3304904;Grande Niterói;3
74;5;2006;2006m5;7;4;São Gonçalo;3304904;Grande Niterói;21
75;5;2006;2006m5;7;4;São Gonçalo;3304904;Grande Niterói;4
76;5;2006;2006m5;12;4;Niterói;3303302;Grande Niterói;11
77;5;2006;2006m5;12;4;Niterói;3303302;Grande Niterói;8
78;5;2006;2006m5;12;4;Niterói;3303302;Grande Niterói;8
79;5;2006;2006m5;12;4;Niterói;3303302;Grande Niterói;4
81;5;2006;2006m5;12;4;Niterói;3303302;Grande Niterói;4
82;5;2006;2006m5;12;4;Maricá;3302700;Grande Niterói;9
88;5;2006;2006m5;10;5;Barra do Pirai;3300308;Interior;2
89;5;2006;2006m5;37;5;Resende;3304201;Interior;13
90;5;2006;2006m5;28;5;Barra Mansa;3300407;Interior;15
91;5;2006;2006m5;10;5;Valença;3306107;Interior;2
92;5;2006;2006m5;10;5;Rio das Flores;3304508;Interior;1
93;5;2006;2006m5;28;5;Volta Redonda;3306305;Interior;14
94;5;2006;2006m5;10;5;Piraí;3304003;Interior;1
95;5;2006;2006m5;10;5;Vassouras;3306206;Interior;2
96;5;2006;2006m5;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;8
97;5;2006;2006m5;10;5;Mendes;3302809;Interior;1
98;5;2006;2006m5;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;5;2006;2006m5;37;5;Itatiaia;3302254;Interior;2
100;5;2006;2006m5;28;5;"Porto Real;Quatis";9999992;Interior;1
101;5;2006;2006m5;10;5;Pinheiral;3303955;Interior;2
104;5;2006;2006m5;30;7;São José do Vale do Rio Preto;3305158;Interior;2
105;5;2006;2006m5;26;7;Petrópolis;3303906;Interior;9
106;5;2006;2006m5;26;7;Petrópolis;3303906;Interior;6
107;5;2006;2006m5;38;7;Paraíba do Sul;3303708;Interior;2
108;5;2006;2006m5;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;6
109;5;2006;2006m5;38;7;Sapucaia;3305406;Interior;0
110;5;2006;2006m5;30;7;Teresópolis;3305802;Interior;13
111;5;2006;2006m5;11;7;Sumidouro;3305703;Interior;0
112;5;2006;2006m5;11;7;Carmo;3301207;Interior;0
118;5;2006;2006m5;25;4;Araruama;3300209;Interior;8
119;5;2006;2006m5;35;4;Rio Bonito;3304300;Interior;4
120;5;2006;2006m5;35;4;Silva Jardim;3305604;Interior;2
121;5;2006;2006m5;32;6;Casimiro de Abreu;3301306;Interior;1
122;5;2006;2006m5;32;6;Conceição de Macabú;3301405;Interior;9
123;5;2006;2006m5;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;12
124;5;2006;2006m5;25;4;Saquarema;3305505;Interior;2
125;5;2006;2006m5;25;4;São Pedro da Aldeia;3305208;Interior;7
126;5;2006;2006m5;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;8
127;5;2006;2006m5;25;4;Armação dos Búzios;3300233;Interior;1
128;5;2006;2006m5;32;6;Rio das Ostras;3304524;Interior;10
129;5;2006;2006m5;25;4;Iguaba Grande;3301876;Interior;0
134;5;2006;2006m5;8;6;Campos dos Goytacazes;3301009;Interior;23
135;5;2006;2006m5;36;6;Itaocara;3302106;Interior;3
136;5;2006;2006m5;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;0
137;5;2006;2006m5;36;6;Miracema;3303005;Interior;2
138;5;2006;2006m5;29;6;Laje do Muriaé;3302304;Interior;0
139;5;2006;2006m5;29;6;Porciúncula;3304102;Interior;2
140;5;2006;2006m5;29;6;"Natividade;Varre-Sai";9999997;Interior;2
141;5;2006;2006m5;8;6;São Fidélis;3304805;Interior;22
142;5;2006;2006m5;36;6;Cambuci;3300902;Interior;2
143;5;2006;2006m5;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;25
144;5;2006;2006m5;29;6;Bom Jesus de Itabapoana;3300605;Interior;1
145;5;2006;2006m5;8;6;São João da Barra;3305000;Interior;11
146;5;2006;2006m5;8;6;Campos dos Goytacazes;3301009;Interior;27
147;5;2006;2006m5;8;6;São Francisco de Itabapoana;3304755;Interior;16
151;5;2006;2006m5;11;7;Nova Friburgo;3303401;Interior;14
152;5;2006;2006m5;11;7;Duas Barras;3301603;Interior;3
153;5;2006;2006m5;11;7;Cantagalo;3301108;Interior;3
154;5;2006;2006m5;11;7;"Cordeiro;Macuco";9999998;Interior;0
155;5;2006;2006m5;36;6;São Sebastião do Alto;3305307;Interior;3
156;5;2006;2006m5;11;7;Santa Maria Madalena;3304607;Interior;4
157;5;2006;2006m5;11;7;Trajano de Morais;3305901;Interior;12
158;5;2006;2006m5;11;7;Bom Jardim;3300506;Interior;5
159;5;2006;2006m5;35;4;Cachoeiras de Macacu;3300803;Interior;31
165;5;2006;2006m5;33;5;Mangaratiba;3302601;Interior;7
166;5;2006;2006m5;33;5;Angra dos Reis;3300100;Interior;45
167;5;2006;2006m5;33;5;Paraty;3303807;Interior;7
168;5;2006;2006m5;10;5;Rio Claro;3304409;Interior;0
1;6;2006;2006m6;5;1;Rio de Janeiro;3304557;Capital;2
4;6;2006;2006m6;5;1;Rio de Janeiro;3304557;Capital;16
5;6;2006;2006m6;13;1;Rio de Janeiro;3304557;Capital;3
6;6;2006;2006m6;1;1;Rio de Janeiro;3304557;Capital;18
7;6;2006;2006m6;1;1;Rio de Janeiro;3304557;Capital;2
9;6;2006;2006m6;2;1;Rio de Janeiro;3304557;Capital;8
10;6;2006;2006m6;2;1;Rio de Janeiro;3304557;Capital;6
12;6;2006;2006m6;19;1;Rio de Janeiro;3304557;Capital;4
13;6;2006;2006m6;19;1;Rio de Janeiro;3304557;Capital;3
14;6;2006;2006m6;23;1;Rio de Janeiro;3304557;Capital;5
15;6;2006;2006m6;23;1;Rio de Janeiro;3304557;Capital;9
16;6;2006;2006m6;31;2;Rio de Janeiro;3304557;Capital;11
17;6;2006;2006m6;4;1;Rio de Janeiro;3304557;Capital;14
18;6;2006;2006m6;6;1;Rio de Janeiro;3304557;Capital;11
19;6;2006;2006m6;6;1;Rio de Janeiro;3304557;Capital;8
20;6;2006;2006m6;6;1;Rio de Janeiro;3304557;Capital;10
21;6;2006;2006m6;22;1;Rio de Janeiro;3304557;Capital;22
22;6;2006;2006m6;16;1;Rio de Janeiro;3304557;Capital;24
23;6;2006;2006m6;3;1;Rio de Janeiro;3304557;Capital;33
24;6;2006;2006m6;3;1;Rio de Janeiro;3304557;Capital;13
25;6;2006;2006m6;3;1;Rio de Janeiro;3304557;Capital;19
26;6;2006;2006m6;3;1;Rio de Janeiro;3304557;Capital;4
27;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;10
28;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;18
29;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;17
30;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;12
31;6;2006;2006m6;14;2;Rio de Janeiro;3304557;Capital;8
32;6;2006;2006m6;18;2;Rio de Janeiro;3304557;Capital;12
33;6;2006;2006m6;14;2;Rio de Janeiro;3304557;Capital;20
34;6;2006;2006m6;14;2;Rio de Janeiro;3304557;Capital;31
35;6;2006;2006m6;39;2;Rio de Janeiro;3304557;Capital;16
36;6;2006;2006m6;27;2;Rio de Janeiro;3304557;Capital;12
37;6;2006;2006m6;17;1;Rio de Janeiro;3304557;Capital;14
38;6;2006;2006m6;16;1;Rio de Janeiro;3304557;Capital;25
39;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;62
40;6;2006;2006m6;9;2;Rio de Janeiro;3304557;Capital;14
41;6;2006;2006m6;18;2;Rio de Janeiro;3304557;Capital;0
43;6;2006;2006m6;39;2;Rio de Janeiro;3304557;Capital;7
44;6;2006;2006m6;3;1;Rio de Janeiro;3304557;Capital;10
48;6;2006;2006m6;24;3;Seropédica;3305554;Baixada Fluminense;14
50;6;2006;2006m6;24;3;Itaguaí;3302007;Baixada Fluminense;11
51;6;2006;2006m6;24;3;Paracambi;3303609;Baixada Fluminense;8
52;6;2006;2006m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;5
53;6;2006;2006m6;20;3;Mesquita;3302858;Baixada Fluminense;11
54;6;2006;2006m6;40;3;Belford Roxo;3300456;Baixada Fluminense;19
55;6;2006;2006m6;24;3;Queimados;3304144;Baixada Fluminense;3
56;6;2006;2006m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;10
57;6;2006;2006m6;20;3;Nilópolis;3303203;Baixada Fluminense;4
58;6;2006;2006m6;20;3;Nova Iguaçu;3303500;Baixada Fluminense;11
59;6;2006;2006m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;12
60;6;2006;2006m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;12
61;6;2006;2006m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;0
62;6;2006;2006m6;15;3;Duque de Caxias;3301702;Baixada Fluminense;17
63;6;2006;2006m6;24;3;Japeri;3302270;Baixada Fluminense;8
64;6;2006;2006m6;21;3;São João de Meriti;3305109;Baixada Fluminense;29
65;6;2006;2006m6;34;3;"Magé;Guapimirim";9999982;Baixada Fluminense;7
66;6;2006;2006m6;34;3;Magé;3302502;Baixada Fluminense;9
71;6;2006;2006m6;35;4;"Itaboraí;Tanguá";9999983;Interior;12
72;6;2006;2006m6;7;4;São Gonçalo;3304904;Grande Niterói;7
73;6;2006;2006m6;7;4;São Gonçalo;3304904;Grande Niterói;7
74;6;2006;2006m6;7;4;São Gonçalo;3304904;Grande Niterói;15
75;6;2006;2006m6;7;4;São Gonçalo;3304904;Grande Niterói;13
76;6;2006;2006m6;12;4;Niterói;3303302;Grande Niterói;1
77;6;2006;2006m6;12;4;Niterói;3303302;Grande Niterói;5
78;6;2006;2006m6;12;4;Niterói;3303302;Grande Niterói;17
79;6;2006;2006m6;12;4;Niterói;3303302;Grande Niterói;3
81;6;2006;2006m6;12;4;Niterói;3303302;Grande Niterói;6
82;6;2006;2006m6;12;4;Maricá;3302700;Grande Niterói;5
88;6;2006;2006m6;10;5;Barra do Pirai;3300308;Interior;17
89;6;2006;2006m6;37;5;Resende;3304201;Interior;16
90;6;2006;2006m6;28;5;Barra Mansa;3300407;Interior;13
91;6;2006;2006m6;10;5;Valença;3306107;Interior;2
92;6;2006;2006m6;10;5;Rio das Flores;3304508;Interior;0
93;6;2006;2006m6;28;5;Volta Redonda;3306305;Interior;14
94;6;2006;2006m6;10;5;Piraí;3304003;Interior;4
95;6;2006;2006m6;10;5;Vassouras;3306206;Interior;4
96;6;2006;2006m6;10;5;"Miguel Pereira;Paty dos Alferes";9999999;Interior;9
97;6;2006;2006m6;10;5;Mendes;3302809;Interior;3
98;6;2006;2006m6;10;5;Engenheiro Paulo de Frontin;3301801;Interior;0
99;6;2006;2006m6;37;5;Itatiaia;3302254;Interior;2
100;6;2006;2006m6;28;5;"Porto Real;Quatis";9999992;Interior;0
101;6;2006;2006m6;10;5;Pinheiral;3303955;Interior;1
104;6;2006;2006m6;30;7;São José do Vale do Rio Preto;3305158;Interior;3
105;6;2006;2006m6;26;7;Petrópolis;3303906;Interior;14
106;6;2006;2006m6;26;7;Petrópolis;3303906;Interior;3
107;6;2006;2006m6;38;7;Paraíba do Sul;3303708;Interior;5
108;6;2006;2006m6;38;7;"Comendador Levy Gasparian;Areal;Três Rios";9999991;Interior;12
109;6;2006;2006m6;38;7;Sapucaia;3305406;Interior;1
110;6;2006;2006m6;30;7;Teresópolis;3305802;Interior;26
111;6;2006;2006m6;11;7;Sumidouro;3305703;Interior;0
112;6;2006;2006m6;11;7;Carmo;3301207;Interior;0
118;6;2006;2006m6;25;4;Araruama;3300209;Interior;6
119;6;2006;2006m6;35;4;Rio Bonito;3304300;Interior;0
120;6;2006;2006m6;35;4;Silva Jardim;3305604;Interior;8
121;6;2006;2006m6;32;6;Casimiro de Abreu;3301306;Interior;3
122;6;2006;2006m6;32;6;Conceição de Macabú;3301405;Interior;2
123;6;2006;2006m6;32;6;"Macaé;Quissamã;Carapebus";9999984;Interior;17
124;6;2006;2006m6;25;4;Saquarema;3305505;Interior;6
125;6;2006;2006m6;25;4;São Pedro da Aldeia;3305208;Interior;2
126;6;2006;2006m6;25;4;"Cabo Frio;Arraial do Cabo";9999985;Interior;10
127;6;2006;2006m6;25;4;Armação dos Búzios;3300233;Interior;7
128;6;2006;2006m6;32;6;Rio das Ostras;3304524;Interior;7
129;6;2006;2006m6;25;4;Iguaba Grande;3301876;Interior;0
134;6;2006;2006m6;8;6;Campos dos Goytacazes;3301009;Interior;56
135;6;2006;2006m6;36;6;Itaocara;3302106;Interior;1
136;6;2006;2006m6;36;6;"Santo Antônio de Pádua;Aperibé";9999993;Interior;4
137;6;2006;2006m6;36;6;Miracema;3303005;Interior;1
138;6;2006;2006m6;29;6;Laje do Muriaé;3302304;Interior;1
139;6;2006;2006m6;29;6;Porciúncula;3304102;Interior;3
140;6;2006;2006m6;29;6;"Natividade;Varre-Sai";9999997;Interior;5
141;6;2006;2006m6;8;6;São Fidélis;3304805;Interior;16
142;6;2006;2006m6;36;6;Cambuci;3300902;Interior;0
143;6;2006;2006m6;29;6;"Itaperuna;São José de Ubá;Cardoso Moreira;Italva";9999986;Interior;9
144;6;2006;2006m6;29;6;Bom Jesus de Itabapoana;3300605;Interior;4
145;6;2006;2006m6;8;6;São João da Barra;3305000;Interior;9
146;6;2006;2006m6;8;6;Campos dos Goytacazes;3301009;Interior;19
147;6;2006;2006m6;8;6;São Francisco de Itabapoana;3304755;Interior;4
151;6;2006;2006m6;11;7;Nova Friburgo;3303401;Interior;6
152;6;2006;2006m6;11;7;Duas Barras;3301603;Interior;1
153;6;2006;2006m6;11;7;Cantagalo;3301108;Interior;1
154;6;2006;2006m6;11;7;"Cordeiro;Macuco";9999998;Interior;5
155;6;2006;2006m6;36;6;São Sebastião do Alto;3305307;Interior;0
156;6;2006;2006m6;11;7;Santa Maria Madalena;3304607;Interior;0
157;6;2006;2006m6;11;7;Trajano de Morais;3305901;Interior;2
158;6;2006;2006m6;11;7;Bom Jardim;3300506;Interior;6
159;6;2006;2006m6;35;4;Cachoeiras de Macacu;3300803;Interior;38
165;6;2006;2006m6;33;5;Mangaratiba;3302601;Interior;11
166;6;2006;2006m6;33;5;Angra dos Reis;3300100;Interior;13
167;6;2006;2006m6;33;5;Paraty;3303807;Interior;9
168;6;2006;2006m6;10;5;Rio Claro;3304409;Interior;4
1;7;2006;2006m7;5;1;Rio de Janeiro;3304557;Capital;3
4;7;2006;2006m7;5;1;Rio de Janeiro;3304557;Capital;14
5;7;2006;2006m7;13;1;Rio de Janeiro;3304557;Capital;4
6;7;2006;2006m7;1;1;Rio de Janeiro;3304557;Capital;14
7;7;2006;2006m7;1;1;Rio de Janeiro;3304557;Capital;5
9;7;2006;2006m7;2;1;Rio de Janeiro;3304557;Capital;13
10;7;2006;2006m7;2;1;Rio de Janeiro;3304557;Capital;7
12;7;2006;2006m7;19;1;Rio de Janeiro;3304557;Capital;2
13;7;2006;2006m7;19;1;Rio de Janeiro;3304557;Capital;3
14;7;2006;2006m7;23;1;Rio de Janeiro;3304557;Capital;3
